CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Account_Opening_Duration,Product_Count,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total _Amount _Of_Transactions,Number_Of_Transactions,Avg_Utilization_Ratio
773466258,Existing Customer,48,F,4,High School,Married,$40K - $60K,Blue,42,3,1," $4,206.00 "," $1,100.00 "," $3,106.00 ",1144,22,0.262
798983508,Existing Customer,43,M,1,Graduate,Single,$80K - $120K,Silver,37,4,3," $34,516.00 "," $1,440.00 "," $33,076.00 ",1575,34,0.042
716451183,Existing Customer,54,F,1,Uneducated,Married,$40K - $60K,Blue,44,5,2," $5,556.00 "," $1,711.00 "," $3,845.00 ",1706,21,0.308
715085733,Existing Customer,61,M,0,Graduate,Married,$40K - $60K,Blue,52,3,1," $2,939.00 "," $1,999.00 ", $940.00 ,2434,33,0.68
788977833,Existing Customer,61,M,0,Uneducated,Married,$80K - $120K,Blue,48,2,1," $5,362.00 "," $1,274.00 "," $4,088.00 ",1876,41,0.238
708421833,Existing Customer,45,F,4,Graduate,Single,Less than $40K,Blue,36,6,3," $3,342.00 "," $2,517.00 ", $825.00 ,1139,30,0.753
715120608,Existing Customer,44,M,3,Graduate,Single,$60K - $80K,Blue,37,2,3," $14,546.00 "," $1,703.00 "," $12,843.00 ",1273,27,0.117
779078733,Existing Customer,55,M,2,Doctorate,Married,$60K - $80K,Blue,36,3,4," $16,427.00 "," $1,682.00 "," $14,745.00 ",1579,36,0.102
720250158,Existing Customer,45,M,2,College,Single,$60K - $80K,Blue,33,6,3," $23,218.00 "," $1,814.00 "," $21,404.00 ",1749,37,0.078
716458983,Existing Customer,60,M,0,High School,Married,$40K - $60K,Blue,36,5,1," $3,281.00 ", $837.00 ," $2,444.00 ",1424,29,0.255
713747733,Existing Customer,55,M,2,High School,Married,$40K - $60K,Blue,47,5,3," $3,096.00 "," $2,217.00 ", $879.00 ,2011,41,0.716
712270158,Existing Customer,62,F,0,High School,Married,$40K - $60K,Blue,52,5,2," $2,052.00 "," $1,250.00 ", $802.00 ,1208,31,0.609
754897008,Existing Customer,46,M,3,High School,Single,$40K - $60K,Blue,39,2,3," $9,432.00 "," $1,418.00 "," $8,014.00 ",1319,26,0.15
819700533,Existing Customer,50,M,0,High School,Single,$120K +,Silver,45,5,2," $14,938.00 "," $2,303.00 "," $12,635.00 ",949,27,0.154
712890408,Existing Customer,45,M,2,Uneducated,Married,$60K - $80K,Blue,36,5,3," $2,221.00 "," $1,343.00 ", $878.00 ,1338,30,0.605
720248208,Existing Customer,47,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,37,6,3," $5,731.00 "," $1,577.00 "," $4,154.00 ",1554,26,0.275
779749908,Existing Customer,48,M,4,College,Married,$60K - $80K,Gold,33,2,2," $34,516.00 "," $2,061.00 "," $32,455.00 ",1350,32,0.06
717401883,Existing Customer,35,M,3,Uneducated,Married,$60K - $80K,Blue,22,5,2," $6,985.00 "," $1,130.00 "," $5,855.00 ",1694,44,0.162
721509558,Existing Customer,51,M,2,Graduate,Married,$120K +,Blue,42,3,3," $24,221.00 "," $1,707.00 "," $22,514.00 ",1678,40,0.07
714576183,Existing Customer,47,M,4,Graduate,Single,$80K - $120K,Blue,36,6,3," $21,637.00 "," $2,030.00 "," $19,607.00 ",1222,23,0.094
711109908,Existing Customer,43,F,4,Uneducated,Married,Less than $40K,Blue,36,2,1," $9,684.00 "," $2,475.00 "," $7,209.00 ",1400,31,0.256
715203108,Existing Customer,63,M,2,High School,Married,$40K - $60K,Blue,36,2,2," $5,007.00 ", $930.00 ," $4,077.00 ",1050,28,0.186
710027508,Existing Customer,61,M,0,Graduate,Married,$60K - $80K,Blue,54,3,2," $1,616.00 "," $1,047.00 ", $569.00 ,1389,33,0.648
783542133,Existing Customer,53,F,3,Graduate,Married,Less than $40K,Blue,47,5,6," $2,759.00 "," $2,223.00 ", $536.00 ,2093,42,0.806
708330858,Attrited Customer,57,M,3,Graduate,Married,$120K +,Blue,38,2,3," $8,249.00 "," $1,381.00 "," $6,868.00 ",678,11,0.167
712701333,Existing Customer,53,M,3,High School,Married,$60K - $80K,Blue,43,5,3," $5,264.00 "," $2,169.00 "," $3,095.00 ",1219,27,0.412
773373108,Existing Customer,49,F,4,High School,Married,Less than $40K,Blue,43,4,2," $2,826.00 "," $2,070.00 ", $756.00 ,1025,28,0.732
715812258,Existing Customer,45,M,2,High School,Married,$80K - $120K,Blue,34,5,5," $12,518.00 "," $1,539.00 "," $10,979.00 ",1165,33,0.123
778286433,Existing Customer,67,M,0,Graduate,Married,$40K - $60K,Blue,56,4,2," $5,876.00 "," $1,297.00 "," $4,579.00 ",2133,55,0.221
711569433,Existing Customer,51,F,2,Uneducated,Divorced,Less than $40K,Blue,38,4,1," $9,648.00 "," $1,926.00 "," $7,722.00 ",1083,22,0.2
720214833,Existing Customer,52,M,2,High School,Single,$80K - $120K,Silver,40,3,3," $34,516.00 "," $2,177.00 "," $32,339.00 ",1234,23,0.063
788194458,Existing Customer,34,M,3,High School,Married,$60K - $80K,Blue,26,4,3," $3,265.00 "," $2,517.00 ", $748.00 ,1843,35,0.771
720779733,Existing Customer,56,M,1,Uneducated,Married,$120K +,Blue,36,3,2," $6,041.00 "," $1,355.00 "," $4,686.00 ",1747,49,0.224
717424458,Existing Customer,44,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,3," $2,293.00 "," $1,823.00 ", $470.00 ,1166,22,0.795
770590758,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,29,5,2," $3,378.00 "," $1,069.00 "," $2,309.00 ",1285,16,0.316
718490658,Existing Customer,50,F,1,Graduate,Single,Less than $40K,Blue,36,4,1," $5,012.00 "," $2,242.00 "," $2,770.00 ",1142,28,0.447
711985833,Existing Customer,38,F,4,Uneducated,Single,Less than $40K,Blue,30,4,1," $2,569.00 "," $1,605.00 ", $964.00 ,1190,46,0.625
708967608,Existing Customer,53,F,1,Graduate,Single,Less than $40K,Blue,45,3,1," $3,471.00 "," $1,785.00 "," $1,686.00 ",1052,24,0.514
718505958,Existing Customer,43,M,5,Graduate,Divorced,$120K +,Silver,31,5,3," $34,516.00 "," $1,699.00 "," $32,817.00 ",1628,38,0.049
715024233,Existing Customer,53,M,1,High School,Married,$120K +,Blue,36,6,3," $3,312.00 "," $1,844.00 "," $1,468.00 ",1740,32,0.557
779249583,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,38,4,3," $2,578.00 "," $2,462.00 ", $116.00 ,1378,29,0.955
778928283,Existing Customer,57,F,3,High School,Married,Less than $40K,Blue,39,3,2," $2,742.00 "," $2,321.00 ", $421.00 ,1389,32,0.846
712299858,Existing Customer,62,M,1,High School,Married,Less than $40K,Blue,53,5,3," $2,077.00 "," $1,571.00 ", $506.00 ,1365,38,0.756
799224108,Existing Customer,46,F,4,Graduate,Single,Less than $40K,Blue,40,5,1," $6,265.00 "," $1,942.00 "," $4,323.00 ",1715,43,0.31
809976033,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,6,3," $7,819.00 "," $1,560.00 "," $6,259.00 ",1582,25,0.2
716203308,Existing Customer,52,M,3,Graduate,Single,$80K - $120K,Blue,42,6,3," $2,731.00 "," $1,692.00 "," $1,039.00 ",1220,22,0.62
714871683,Attrited Customer,58,M,1,Uneducated,Married,$40K - $60K,Blue,36,2,4," $1,438.30 ", $537.00 , $901.30 ,715,13,0.373
716139933,Existing Customer,54,M,0,High School,Married,$80K - $120K,Blue,36,3,1," $16,286.00 "," $1,710.00 "," $14,576.00 ",2552,49,0.105
713086008,Existing Customer,58,F,3,High School,Married,Less than $40K,Blue,47,6,1," $2,609.00 "," $2,439.00 ", $170.00 ,1731,34,0.935
713773458,Existing Customer,52,M,2,High School,Single,$60K - $80K,Blue,45,5,3," $7,567.00 "," $1,173.00 "," $6,394.00 ",1435,32,0.155
719242533,Existing Customer,41,M,5,High School,Married,$60K - $80K,Blue,33,5,3," $22,770.00 "," $2,517.00 "," $20,253.00 ",1882,38,0.111
772712658,Existing Customer,62,F,0,Uneducated,Married,Less than $40K,Blue,50,5,1," $3,791.00 "," $1,648.00 "," $2,143.00 ",2058,34,0.435
788868858,Existing Customer,54,M,2,Graduate,Married,Less than $40K,Blue,39,4,4," $2,702.00 "," $2,517.00 ", $185.00 ,1658,32,0.932
811898133,Existing Customer,40,F,3,High School,Divorced,Less than $40K,Blue,35,3,1," $2,555.00 "," $2,117.00 ", $438.00 ,1334,32,0.829
788808633,Existing Customer,43,M,3,Graduate,Married,$80K - $120K,Blue,26,5,3," $2,355.00 "," $1,090.00 "," $1,265.00 ",1441,29,0.463
781391058,Existing Customer,55,M,1,Uneducated,Single,$40K - $60K,Blue,49,6,3," $1,443.00 "," $1,375.00 ", $68.00 ,1991,38,0.953
790134408,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,39,6,2," $10,741.00 ", $755.00 ," $9,986.00 ",1278,22,0.07
788853258,Existing Customer,41,M,1,Uneducated,Married,$60K - $80K,Blue,25,3,2," $7,984.00 "," $1,503.00 "," $6,481.00 ",1734,39,0.188
711857733,Existing Customer,49,M,3,Uneducated,Single,$60K - $80K,Blue,32,3,2," $18,584.00 "," $2,517.00 "," $16,067.00 ",1330,34,0.135
719554758,Existing Customer,46,M,2,Uneducated,Married,$80K - $120K,Blue,38,6,3," $34,516.00 "," $2,165.00 "," $32,351.00 ",1672,32,0.063
788830683,Existing Customer,40,M,2,Graduate,Single,$80K - $120K,Blue,24,5,1," $2,478.00 "," $2,031.00 ", $447.00 ,1558,31,0.82
807030858,Existing Customer,51,M,4,High School,Single,$120K +,Blue,46,6,3," $34,516.00 "," $2,274.00 "," $32,242.00 ",1795,47,0.066
793059108,Existing Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,44,6,2," $2,339.00 "," $1,440.00 ", $899.00 ,893,22,0.616
717229158,Existing Customer,36,F,4,Graduate,Married,$40K - $60K,Blue,36,6,3," $1,628.00 ", $969.00 , $659.00 ,1893,15,0.595
715915458,Existing Customer,47,F,2,Graduate,Married,Less than $40K,Blue,34,5,2," $3,156.00 "," $1,644.00 "," $1,512.00 ",1151,31,0.521
819129858,Existing Customer,46,F,2,Graduate,Single,Less than $40K,Blue,41,5,3," $4,745.00 "," $1,270.00 "," $3,475.00 ",1519,31,0.268
713441958,Existing Customer,46,M,2,High School,Married,$120K +,Blue,36,5,3," $19,727.00 "," $1,785.00 "," $17,942.00 ",1245,25,0.09
719091333,Existing Customer,52,M,0,Uneducated,Married,$60K - $80K,Blue,36,3,3," $22,720.00 ", $793.00 ," $21,927.00 ",1102,27,0.035
714914583,Existing Customer,40,F,4,Graduate,Single,Less than $40K,Blue,27,6,2," $3,751.00 "," $1,521.00 "," $2,230.00 ",1060,30,0.405
714363858,Existing Customer,54,F,4,High School,Married,Less than $40K,Blue,36,3,5," $1,594.00 "," $1,411.00 ", $183.00 ,1459,35,0.885
721347408,Existing Customer,55,F,1,High School,Single,Less than $40K,Blue,43,4,2," $2,569.00 "," $1,403.00 "," $1,166.00 ",1456,39,0.546
772047183,Existing Customer,45,M,4,High School,Married,$40K - $60K,Blue,34,6,3," $3,104.00 "," $1,766.00 "," $1,338.00 ",1353,24,0.569
714217908,Existing Customer,49,M,3,Graduate,Married,$40K - $60K,Blue,41,5,3," $2,406.00 "," $1,560.00 ", $846.00 ,1173,32,0.648
714819183,Existing Customer,63,M,1,Uneducated,Married,$80K - $120K,Blue,36,5,2," $24,571.00 "," $1,955.00 "," $22,616.00 ",1746,28,0.08
716455683,Existing Customer,40,F,3,High School,Single,Less than $40K,Gold,36,3,2," $15,534.00 ", $726.00 ," $14,808.00 ",1279,28,0.047
710865633,Existing Customer,41,F,2,Graduate,Married,Less than $40K,Silver,33,4,2," $12,301.00 "," $2,250.00 "," $10,051.00 ",1307,29,0.183
752952108,Existing Customer,37,M,4,Graduate,Married,$80K - $120K,Blue,26,6,2," $2,846.00 "," $1,818.00 "," $1,028.00 ",1473,37,0.639
714982383,Existing Customer,55,M,2,High School,Married,$60K - $80K,Blue,36,4,3," $7,231.00 "," $2,381.00 "," $4,850.00 ",1421,23,0.329
813814008,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,48,6,3," $2,324.00 "," $1,576.00 ", $748.00 ,1272,37,0.678
794545983,Existing Customer,57,M,2,Graduate,Married,$80K - $120K,Blue,40,3,2," $12,208.00 "," $1,980.00 "," $10,228.00 ",1409,34,0.162
715585158,Existing Customer,58,M,1,Graduate,Married,$60K - $80K,Blue,46,3,3," $10,021.00 "," $1,617.00 "," $8,404.00 ",1275,25,0.161
789863208,Existing Customer,54,F,2,Graduate,Married,Less than $40K,Blue,44,3,2," $2,027.00 "," $1,480.00 ", $547.00 ,1702,37,0.73
715022133,Existing Customer,53,M,2,Graduate,Married,$60K - $80K,Blue,47,6,2," $6,363.00 "," $1,162.00 "," $5,201.00 ",1256,26,0.183
712506708,Existing Customer,39,F,3,College,Single,Less than $40K,Blue,25,6,1," $3,920.00 "," $2,008.00 "," $1,912.00 ",3178,53,0.512
715699983,Existing Customer,56,M,3,High School,Married,$60K - $80K,Blue,36,5,1," $9,226.00 "," $1,233.00 "," $7,993.00 ",1626,29,0.134
712459233,Existing Customer,59,F,1,Post-Graduate,Married,$40K - $60K,Blue,46,5,3," $1,944.00 "," $1,346.00 ", $598.00 ,1960,57,0.692
716545383,Existing Customer,42,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,1," $9,599.00 "," $1,554.00 "," $8,045.00 ",1154,38,0.162
721144383,Existing Customer,42,M,4,Graduate,Married,$60K - $80K,Silver,28,5,1," $28,202.00 ", $843.00 ," $27,359.00 ",1629,38,0.03
804359133,Existing Customer,55,M,0,High School,Married,$120K +,Blue,49,5,3," $3,805.00 "," $2,233.00 "," $1,572.00 ",1743,27,0.587
713308683,Existing Customer,52,M,1,Uneducated,Single,$80K - $120K,Blue,37,5,2," $2,733.00 "," $1,306.00 "," $1,427.00 ",1139,39,0.478
717354558,Attrited Customer,57,M,2,Uneducated,Married,$120K +,Blue,40,3,3," $3,106.00 "," $1,120.00 "," $1,986.00 ",683,17,0.361
715192308,Existing Customer,48,M,2,High School,Married,$120K +,Blue,36,6,5," $29,963.00 "," $2,094.00 "," $27,869.00 ",1205,28,0.07
708813033,Existing Customer,47,M,1,Graduate,Single,$40K - $60K,Blue,36,5,3," $6,509.00 "," $2,033.00 "," $4,476.00 ",1409,37,0.312
709470858,Existing Customer,51,M,4,College,Married,$120K +,Silver,31,5,2," $34,516.00 "," $1,254.00 "," $33,262.00 ",1366,25,0.036
779241783,Existing Customer,67,M,1,Uneducated,Married,$40K - $60K,Blue,49,4,3," $3,106.00 "," $1,675.00 "," $1,431.00 ",1512,38,0.539
715205358,Existing Customer,39,M,1,Graduate,Married,$60K - $80K,Blue,31,4,1," $2,536.00 ", $913.00 ," $1,623.00 ",1750,35,0.36
778871508,Existing Customer,54,M,3,Post-Graduate,Single,$60K - $80K,Blue,35,6,3," $13,048.00 "," $1,954.00 "," $11,094.00 ",1170,24,0.15
710147958,Existing Customer,47,M,3,High School,Married,$40K - $60K,Silver,36,3,2," $16,138.00 "," $1,249.00 "," $14,889.00 ",1198,33,0.077
709864833,Existing Customer,49,M,2,Post-Graduate,Married,$60K - $80K,Blue,38,3,2," $8,077.00 "," $1,965.00 "," $6,112.00 ",1329,26,0.243
778868958,Attrited Customer,42,F,2,Graduate,Married,Less than $40K,Blue,23,3,3," $1,929.00 "," $1,673.00 ", $256.00 ,857,36,0.867
710004933,Existing Customer,44,M,5,Uneducated,Married,$60K - $80K,Blue,36,3,3," $8,645.00 "," $1,454.00 "," $7,191.00 ",1435,25,0.168
718927533,Existing Customer,45,M,3,Graduate,Single,$80K - $120K,Blue,32,5,2," $24,487.00 "," $2,517.00 "," $21,970.00 ",1512,42,0.103
772308408,Existing Customer,44,M,3,Graduate,Single,$80K - $120K,Blue,33,6,3," $4,131.00 ", $785.00 ," $3,346.00 ",906,22,0.19
712981383,Existing Customer,44,F,4,College,Married,Less than $40K,Silver,37,3,2," $10,790.00 "," $1,930.00 "," $8,860.00 ",1052,16,0.179
790099758,Existing Customer,40,M,3,High School,Married,$40K - $60K,Blue,33,4,3," $6,884.00 "," $1,001.00 "," $5,883.00 ",975,11,0.145
709547658,Attrited Customer,39,M,2,Uneducated,Single,$60K - $80K,Blue,36,5,3," $13,961.00 "," $1,299.00 "," $12,662.00 ",783,20,0.093
778770783,Existing Customer,42,M,4,High School,Married,$80K - $120K,Blue,30,6,1," $29,801.00 "," $1,916.00 "," $27,885.00 ",990,21,0.064
713639958,Existing Customer,46,F,4,Graduate,Divorced,Less than $40K,Blue,36,5,3," $9,478.00 ", $820.00 ," $8,658.00 ",1327,41,0.087
779031033,Existing Customer,46,F,2,Graduate,Married,$40K - $60K,Blue,22,6,1," $2,305.00 "," $1,627.00 ", $678.00 ,1230,36,0.706
716302383,Existing Customer,47,F,4,Uneducated,Married,$40K - $60K,Blue,36,3,1," $14,241.00 "," $2,081.00 "," $12,160.00 ",1581,44,0.146
721333233,Existing Customer,40,M,4,Doctorate,Divorced,$60K - $80K,Blue,34,4,2," $23,138.00 "," $1,727.00 "," $21,411.00 ",1612,39,0.075
814995933,Existing Customer,58,F,3,Graduate,Married,Less than $40K,Blue,53,5,3," $5,798.00 "," $1,794.00 "," $4,004.00 ",1724,45,0.309
721469433,Existing Customer,48,M,3,Graduate,Single,$40K - $60K,Blue,36,5,2," $6,880.00 "," $1,390.00 "," $5,490.00 ",1784,35,0.202
717198633,Existing Customer,53,F,2,College,Married,$40K - $60K,Blue,34,6,2," $2,075.00 "," $1,469.00 ", $606.00 ,2556,49,0.708
712315683,Attrited Customer,53,F,2,Uneducated,Single,Less than $40K,Blue,45,1,1," $1,981.00 "," $1,518.00 ", $463.00 ,973,25,0.766
718349058,Existing Customer,49,M,3,High School,Married,$80K - $120K,Blue,39,3,3," $29,659.00 "," $1,143.00 "," $28,516.00 ",1193,21,0.039
720115683,Existing Customer,47,M,3,Uneducated,Married,$80K - $120K,Blue,36,6,2," $29,770.00 "," $1,565.00 "," $28,205.00 ",1774,42,0.053
779504058,Existing Customer,46,F,2,Post-Graduate,Married,Less than $40K,Blue,28,5,1," $5,014.00 "," $1,910.00 "," $3,104.00 ",1209,25,0.381
795979833,Existing Customer,53,F,1,High School,Married,Less than $40K,Blue,47,6,1," $3,445.00 "," $1,074.00 "," $2,371.00 ",1074,31,0.312
717392358,Existing Customer,60,M,1,Graduate,Married,$80K - $120K,Blue,50,6,2," $23,412.00 "," $1,078.00 "," $22,334.00 ",1786,50,0.046
718640508,Existing Customer,59,F,0,Graduate,Single,Less than $40K,Blue,46,4,1," $3,044.00 "," $1,611.00 "," $1,433.00 ",1456,36,0.529
709230708,Existing Customer,56,M,4,Uneducated,Single,Less than $40K,Blue,36,3,2," $3,864.00 "," $1,654.00 "," $2,210.00 ",1470,42,0.428
801383808,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,44,4,2," $23,090.00 ", $839.00 ," $22,251.00 ",1198,24,0.036
708217758,Existing Customer,63,M,2,Graduate,Married,$60K - $80K,Blue,49,5,2," $14,035.00 "," $2,061.00 "," $11,974.00 ",1606,30,0.147
714272658,Attrited Customer,43,F,2,Uneducated,Single,Less than $40K,Blue,24,2,3," $2,962.00 "," $2,517.00 ", $445.00 ,929,31,0.85
711864783,Existing Customer,61,M,1,Uneducated,Single,$60K - $80K,Blue,46,5,3," $2,201.00 "," $1,138.00 "," $1,063.00 ",1199,32,0.517
719407983,Existing Customer,37,F,0,Post-Graduate,Married,Less than $40K,Blue,25,4,3," $2,061.00 "," $1,483.00 ", $578.00 ,2400,60,0.72
716804283,Existing Customer,41,M,2,Uneducated,Divorced,$120K +,Blue,29,3,2," $15,911.00 ", $896.00 ," $15,015.00 ",1270,33,0.056
709122483,Existing Customer,56,M,3,Graduate,Married,$60K - $80K,Blue,37,3,3," $2,783.00 "," $1,526.00 "," $1,257.00 ",1909,54,0.548
717860358,Existing Customer,40,F,3,High School,Single,$40K - $60K,Blue,36,5,3," $5,124.00 "," $2,235.00 "," $2,889.00 ",1158,42,0.436
789337233,Existing Customer,63,M,1,Graduate,Married,$40K - $60K,Blue,53,6,6," $2,880.00 "," $2,362.00 ", $518.00 ,1323,26,0.82
711870333,Existing Customer,46,M,2,Uneducated,Divorced,$80K - $120K,Blue,36,6,3," $34,516.00 "," $1,597.00 "," $32,919.00 ",1628,51,0.046
708398283,Existing Customer,37,F,1,Graduate,Married,$40K - $60K,Blue,29,5,2," $4,394.00 ", $885.00 ," $3,509.00 ",1377,32,0.201
715878183,Existing Customer,46,M,4,Graduate,Single,$80K - $120K,Blue,35,4,3," $18,325.00 ", $723.00 ," $17,602.00 ",1517,33,0.039
719451483,Existing Customer,46,F,4,Post-Graduate,Married,Less than $40K,Blue,37,5,3," $3,773.00 "," $1,972.00 "," $1,801.00 ",1528,25,0.523
709110633,Existing Customer,41,M,1,Graduate,Single,$80K - $120K,Blue,29,5,1," $21,684.00 "," $1,748.00 "," $19,936.00 ",1329,24,0.081
721059033,Existing Customer,48,F,3,High School,Divorced,$40K - $60K,Blue,40,4,1," $1,919.00 ", $774.00 ," $1,145.00 ",1505,33,0.403
779912283,Existing Customer,49,F,3,Graduate,Single,$40K - $60K,Blue,33,5,3," $9,995.00 "," $1,713.00 "," $8,282.00 ",1172,38,0.171
717701733,Existing Customer,44,M,2,Graduate,Married,$80K - $120K,Blue,35,3,2," $11,910.00 "," $2,098.00 "," $9,812.00 ",1646,39,0.176
709913733,Existing Customer,39,F,3,College,Married,Less than $40K,Blue,36,4,2," $2,279.00 "," $1,529.00 ", $750.00 ,1693,32,0.671
721375308,Existing Customer,48,M,3,High School,Married,$80K - $120K,Blue,36,5,1," $30,579.00 "," $1,351.00 "," $29,228.00 ",1289,19,0.044
711374283,Existing Customer,47,M,3,High School,Single,$80K - $120K,Blue,42,4,1," $24,480.00 "," $1,923.00 "," $22,557.00 ",1416,32,0.079
712138983,Existing Customer,54,M,1,Graduate,Married,$60K - $80K,Blue,36,3,3," $2,947.00 "," $2,216.00 ", $731.00 ,1744,53,0.752
716920908,Existing Customer,52,M,4,High School,Married,$80K - $120K,Blue,42,6,1," $5,738.00 "," $1,112.00 "," $4,626.00 ",1922,48,0.194
711195558,Existing Customer,59,M,1,College,Single,$40K - $60K,Blue,48,6,3," $7,251.00 "," $1,603.00 "," $5,648.00 ",1300,36,0.221
712024908,Existing Customer,56,F,1,College,Married,Less than $40K,Blue,36,6,2," $2,641.00 "," $1,257.00 "," $1,384.00 ",1439,39,0.476
714893733,Existing Customer,55,M,1,High School,Married,$80K - $120K,Blue,45,3,3," $16,794.00 ", $809.00 ," $15,985.00 ",1917,33,0.048
754886958,Existing Customer,48,F,3,College,Divorced,$40K - $60K,Blue,41,4,1," $9,336.00 "," $1,672.00 "," $7,664.00 ",1391,39,0.179
710104908,Existing Customer,56,F,5,College,Single,Less than $40K,Blue,43,4,1," $2,763.00 "," $2,517.00 ", $246.00 ,1246,31,0.911
710558883,Existing Customer,41,M,3,Uneducated,Married,$60K - $80K,Blue,36,5,3," $17,391.00 "," $1,044.00 "," $16,347.00 ",1248,27,0.06
713827383,Existing Customer,65,F,1,High School,Married,Less than $40K,Blue,36,3,2," $3,198.00 "," $2,493.00 ", $705.00 ,1936,44,0.78
720267033,Existing Customer,34,M,4,Post-Graduate,Single,$80K - $120K,Blue,26,3,3," $5,100.00 "," $1,786.00 "," $3,314.00 ",2375,63,0.35
712049208,Existing Customer,56,M,3,Post-Graduate,Married,$60K - $80K,Blue,39,3,1," $3,955.00 "," $2,517.00 "," $1,438.00 ",1238,25,0.636
708688608,Existing Customer,62,F,1,High School,Married,Less than $40K,Blue,48,5,3," $3,140.00 "," $1,985.00 "," $1,155.00 ",1626,41,0.632
711019308,Existing Customer,58,M,2,High School,Single,$60K - $80K,Blue,45,3,2," $6,385.00 "," $1,535.00 "," $4,850.00 ",1612,47,0.24
768600558,Existing Customer,41,F,4,Graduate,Single,$40K - $60K,Blue,31,4,2," $2,375.00 "," $1,658.00 ", $717.00 ,1071,28,0.698
710202783,Existing Customer,33,M,2,Graduate,Married,$60K - $80K,Blue,13,3,3," $1,963.00 "," $1,721.00 ", $242.00 ,1378,37,0.877
712899333,Existing Customer,47,F,4,College,Single,Less than $40K,Blue,37,6,2," $4,256.00 "," $1,084.00 "," $3,172.00 ",1100,29,0.255
767036433,Existing Customer,56,F,1,Graduate,Married,Less than $40K,Blue,49,5,1," $5,097.00 "," $1,152.00 "," $3,945.00 ",2052,45,0.226
793473033,Existing Customer,51,M,1,Graduate,Single,$60K - $80K,Blue,45,3,2," $3,228.00 "," $2,517.00 ", $711.00 ,1349,33,0.78
717998058,Existing Customer,26,M,0,Graduate,Single,Less than $40K,Blue,13,6,3," $2,585.00 "," $2,019.00 ", $566.00 ,2644,40,0.781
